Transaction_ID,Date,Region,Product_Variant,Channel,Unit_Price,Units_Sold,Marketing_Spend,Logistics_Delay,Customer_Score
RB08790,2023-04-27,TH-SOUTH,Tropical Edition,TV Ad,85,515,22176.64,1,7.0
RB00658,2024-02-26,TH-CENTRAL,Tropical Edition,Social Media,85,559,11039.96,5,6.0
RB05223,2024-10-20,TH-SOUTH,Sugarfree,f1 sponsorship,90,451,49639.44,2,6.0
RB01487,2024-02-11,USA-EAST,Tropical Edition,f1 sponsorship,85,599,40217.98,2,8.0
RB08252,2023-05-15,TH-CENTRAL,Sugarfree,TV Ad,90,476,5391.77,3,5.0
RB07610,2023-12-14,USA-EAST,Sugarfree,f1 sponsorship,90,533,24555.42,0,8.0
RB01089,2024-12-18,TH-NORTH,Krating Daeng 250,in-store promo,60,626,36432.54,4,7.0
RB04373,2024-07-05,TH-SOUTH,Red Edition,Social Media,75,511,32658.19,3,1.0
RB08002,2024-10-29,TH-NORTH,Original Blue,f1 sponsorship,80,796,41972.68,3,10.0
RB03262,2024-04-10,TH-CENTRAL,Original Blue,TV Ad,80,672,8589.86,3,3.0
RB02390,2023-02-25,USA-EAST,Red Edition,f1 sponsorship,75,607,41369.21,2,8.0
RB00192,2023-12-09,TH-NORTH,Original Blue,f1 sponsorship,80,699,6543.04,3,10.0
RB00062,2024-06-28,TH-EAST,Red Edition,in-store promo,75,512,42995.92,1,2.0
RB07860,2024-08-10,TH-SOUTH,Sugarfree,Social Media,90,487,47693.08,2,6.0
RB02026,2024-10-28,TH-CENTRAL,Red Edition,TV Ad,75,454,17766.06,2,8.0
RB08809,2023-04-19,TH-CENTRAL,Krating Daeng 250,in-store promo,60,572,53836.62,5,9.0
RB01923,2023-10-05,ASIA-PACIFIC,Original Blue,extreme sports,80,664,5277.76,4,5.0
RB03372,2024-07-26,TH-CENTRAL,Krating Daeng 250,f1 sponsorship,60,498,46277.74,1,5.0
RB06010,2024-08-18,TH-NORTH,Original Blue,f1 sponsorship,80,822,27758.55,2,6.0
RB05020,2024-02-29,TH-NORTH,Original Blue,in-store promo,80,628,23766.42,2,9.0
RB07794,2023-07-11,TH-NORTH,Sugarfree,TV Ad,90,722,44829.19,2,5.0
RB04992,2023-02-14,TH-NORTH,Red Edition,Social Media,75,519,32658.19,1,6.0
RB05322,2024-07-01,TH-NORTH,Sugarfree,in-store promo,90,403,32464.97,2,7.0
RB04637,2023-04-09,TH-EAST,Original Blue,Social Media,80,614,26688.01,1,9.0
RB02653,2023-12-07,USA-WEST,Sugarfree,TV Ad,90,722,20213.57,1,7.0
RB08935,2024-04-27,TH-NORTH,Tropical Edition,f1 sponsorship,85,264,19011.9,1,6.0
RB04310,2023-03-08,TH-NORTH,Tropical Edition,Social Media,85,590,35362.39,4,6.0
RB00999,2023-08-05,EUROPE-EU,Krating Daeng 250,in-store promo,60,605,59786.16,3,2.0
RB06295,2023-04-22,USA-EAST,Krating Daeng 250,extreme sports,60,423,6793.66,1,6.0
RB08999,2024-09-29,EUROPE-EU,Red Edition,extreme sports,75,556,42387.9,68,10.0
RB02444,2023-05-19,USA-WEST,Krating Daeng 250,in-store promo,60,487,58797.89,2,4.0
RB05131,2023-12-03,TH-NORTH,Original Blue,TV Ad,80,502,43879.68,2,9.0
RB06804,2023-07-26,TH-NORTH,Tropical Edition,TV Ad,85,544,59908.12,2,4.0
RB03293,2024-02-14,TH-NORTH,Tropical Edition,extreme sports,85,600,57398.25,0,3.0
RB00892,2023-07-22,EUROPE-EU,Sugarfree,extreme sports,90,442,58390.4,5,10.0
RB04810,2024-03-28,TH-EAST,Sugarfree,TV Ad,90,479,52216.17,1,9.0
RB00770,2024-07-22,USA-WEST,Red Edition,in-store promo,75,9820,23059.28,2,9.0
RB06093,2023-05-06,TH-CENTRAL,Krating Daeng 250,in-store promo,60,753,40845.96,2,6.0
RB06991,2024-11-13,TH-SOUTH,Krating Daeng 250,extreme sports,60,376,20926.92,2,6.0
RB06314,2023-05-10,USA-EAST,Red Edition,TV Ad,75,19550,29709.66,2,3.0
RB07732,2023-02-02,EUROPE-EU,Original Blue,f1 sponsorship,80,450,34997.03,5,6.0
RB05947,2023-09-14,EUROPE-EU,Sugarfree,extreme sports,90,604,15681.91,3,6.0
RB05887,2023-05-05,ASIA-PACIFIC,Tropical Edition,TV Ad,85,394,5177.37,4,9.0
RB05693,2023-05-11,TH-SOUTH,Red Edition,TV Ad,75,601,58646.03,2,4.0
RB01485,2024-08-05,USA-EAST,Original Blue,in-store promo,80,719,40471.03,3,5.0
RB08435,2024-02-26,TH-CENTRAL,Original Blue,extreme sports,80,582,42423.52,3,8.0
RB06515,2024-01-21,USA-EAST,Red Edition,TV Ad,75,601,56555.47,3,6.0
RB02241,2024-08-16,TH-NORTH,Original Blue,f1 sponsorship,80,579,52125.23,0,6.0
RB08503,2024-02-12,USA-EAST,Original Blue,TV Ad,80,713,46042.22,0,3.0
RB02607,2023-06-16,TH-EAST,Sugarfree,Social Media,90,497,51743.31,4,4.0
RB05630,2023-05-12,USA-WEST,Original Blue,extreme sports,80,622,19729.73,5,3.0
RB01628,2023-07-03,TH-EAST,Original Blue,TV Ad,80,269,51269.49,2,3.0
RB05323,2024-09-20,USA-EAST,Tropical Edition,Social Media,85,399,24087.56,2,10.0
RB03929,2023-07-09,TH-CENTRAL,Sugarfree,TV Ad,90,802,54265.33,2,9.0
RB06225,2023-04-18,USA-WEST,Tropical Edition,in-store promo,85,462,32658.19,2,10.0
RB03677,2024-06-17,TH-SOUTH,Red Edition,extreme sports,75,352,53387.71,1,6.0
RB01620,2023-07-08,TH-SOUTH,Krating Daeng 250,extreme sports,60,453,8217.89,3,6.0
RB05619,2024-02-20,TH-NORTH,Original Blue,in-store promo,80,668,8353.17,3,4.0
RB00710,2024-06-07,TH-CENTRAL,Red Edition,TV Ad,75,518,20585.36,1,4.0
RB03378,2023-04-26,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,441,19043.07,1,5.0
RB02717,2024-09-06,USA-EAST,Original Blue,Social Media,80,479,31248.06,1,5.0
RB01941,2024-04-06,TH-SOUTH,Sugarfree,f1 sponsorship,90,543,54746.82,1,10.0
RB07527,2024-07-10,TH-NORTH,Original Blue,Social Media,80,567,46868.07,2,6.0
RB03402,2024-11-08,USA-EAST,Original Blue,Social Media,80,684,9127.46,2,4.0
RB08968,2023-01-30,TH-NORTH,Tropical Edition,f1 sponsorship,85,506,44595.95,1,7.0
RB02649,2024-04-25,EUROPE-EU,Sugarfree,TV Ad,90,414,30936.68,2,5.0
RB04630,2024-07-05,TH-CENTRAL,Sugarfree,Social Media,90,678,25179.03,3,1.0
RB08173,2024-11-30,EUROPE-EU,Original Blue,TV Ad,80,493,12478.98,3,5.0
RB00815,2024-06-12,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,730,28300.08,5,7.0
RB02221,2023-07-22,USA-EAST,Tropical Edition,f1 sponsorship,85,511,48812.24,1,7.0
RB00007,2023-01-01,TH-SOUTH,Original Blue,Social Media,80,635,23919.18,1,7.0
RB00980,2023-06-13,EUROPE-EU,Tropical Edition,Social Media,85,583,27208.81,2,3.0
RB07505,2023-04-05,TH-CENTRAL,Sugarfree,TV Ad,90,482,32247.49,2,3.0
RB00263,2024-06-21,TH-NORTH,Tropical Edition,TV Ad,85,711,56266.19,4,9.0
RB08890,2024-03-28,TH-CENTRAL,Sugarfree,extreme sports,90,658,21396.21,5,8.0
RB03938,2024-06-08,USA-EAST,Red Edition,TV Ad,75,711,17458.7,2,7.0
RB02673,2023-04-18,TH-EAST,Tropical Edition,Social Media,85,863,55168.28,5,2.0
RB06782,2023-07-11,USA-EAST,Red Edition,f1 sponsorship,75,615,11637.47,5,10.0
RB04817,2023-02-08,TH-NORTH,Sugarfree,TV Ad,90,459,27406.68,2,4.0
RB09558,2023-09-29,TH-NORTH,Sugarfree,f1 sponsorship,90,331,41108.81,1,2.0
RB05588,2023-08-17,TH-EAST,Red Edition,Social Media,75,407,21314.21,0,6.0
RB07078,2024-05-11,EUROPE-EU,Red Edition,in-store promo,75,312,33831.94,0,7.0
RB05766,2023-03-21,TH-SOUTH,Tropical Edition,Social Media,85,291,50471.32,3,9.0
RB06297,2024-08-06,TH-CENTRAL,Krating Daeng 250,Social Media,60,581,29785.88,2,8.0
RB02956,2024-03-25,ASIA-PACIFIC,Krating Daeng 250,in-store promo,60,421,35291.89,2,3.0
RB02224,2023-08-25,USA-WEST,Red Edition,TV Ad,75,617,14719.81,3,10.0
RB00551,2024-03-31,TH-NORTH,Original Blue,f1 sponsorship,80,747,23741.15,1,3.0
RB02210,2024-08-02,EUROPE-EU,Tropical Edition,TV Ad,85,515,19906.57,5,4.0
RB04477,2024-04-12,USA-EAST,Red Edition,f1 sponsorship,75,586,27130.84,2,3.0
RB04742,2023-09-25,TH-SOUTH,Tropical Edition,extreme sports,85,487,43269.37,0,9.0
RB07253,2023-04-21,TH-NORTH,Original Blue,extreme sports,80,427,45163.61,1,10.0
RB04033,2024-06-19,TH-CENTRAL,Sugarfree,in-store promo,90,556,39726.45,2,10.0
RB07771,2023-05-11,USA-EAST,Tropical Edition,f1 sponsorship,85,474,52641.85,4,9.0
RB04011,2023-09-10,TH-CENTRAL,Original Blue,TV Ad,80,559,10858.3,2,6.0
RB00512-DUP,2024-10-22,EUROPE-EU,Sugarfree,Social Media,90,396,20435.46,3,7.0
RB00822-DUP,2024-02-15,TH-SOUTH,Tropical Edition,Social Media,85,645,32658.19,3,9.0
RB07852,2024-04-21,TH-CENTRAL,Red Edition,f1 sponsorship,75,664,6090.71,3,3.0
RB09112,2024-01-24,TH-CENTRAL,Krating Daeng 250,in-store promo,60,388,22154.74,1,9.0
RB01324,2024-12-27,TH-SOUTH,Tropical Edition,TV Ad,85,815,16108.5,2,9.0
RB09507,2024-07-15,TH-CENTRAL,Tropical Edition,Social Media,85,791,29818.52,2,3.0
RB00862,2024-05-13,USA-WEST,Original Blue,extreme sports,80,443,40502.84,2,4.0
RB03369,2023-08-24,TH-EAST,Tropical Edition,in-store promo,85,601,21040.91,2,8.0
RB01570-DUP,2024-03-21,TH-NORTH,Krating Daeng 250,extreme sports,60,694,59330.95,2,9.0
RB04594,2023-02-13,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,370,35605.85,2,6.0
RB09370,2023-04-24,TH-NORTH,Red Edition,f1 sponsorship,75,439,15110.17,0,4.0
RB08223,2023-05-15,TH-EAST,Krating Daeng 250,TV Ad,60,470,11050.34,4,6.0
RB07526,2023-02-23,TH-CENTRAL,Sugarfree,f1 sponsorship,90,511,23802.36,3,4.0
RB04193,2024-01-18,USA-WEST,Tropical Edition,in-store promo,85,513,13643.71,4,6.0
RB04300,2024-11-17,EUROPE-EU,Tropical Edition,Social Media,85,359,56049.41,5,4.0
RB08149,2024-06-11,TH-EAST,Sugarfree,extreme sports,90,485,23289.45,1,6.0
RB04765,2023-11-09,TH-CENTRAL,Sugarfree,Social Media,90,522,48425.62,1,4.0
RB07061,2023-03-09,TH-EAST,Krating Daeng 250,TV Ad,60,529,31122.49,3,10.0
RB05472,2024-05-21,TH-CENTRAL,Original Blue,in-store promo,80,600,48233.04,0,4.0
RB06355,2024-05-12,TH-EAST,Sugarfree,f1 sponsorship,90,542,40252.23,2,4.0
RB07934,2023-10-07,TH-EAST,Sugarfree,TV Ad,90,602,57348.48,1,9.0
RB02867,2024-04-21,USA-EAST,Tropical Edition,extreme sports,85,714,32658.19,4,6.0
RB01751,2024-03-16,EUROPE-EU,Krating Daeng 250,extreme sports,60,460,18902.3,2,10.0
RB00959,2024-10-04,TH-NORTH,Red Edition,TV Ad,75,565,20789.58,3,9.0
RB05944,2024-09-18,TH-EAST,Red Edition,Social Media,75,385,48011.49,1,6.0
RB07037,2023-10-28,TH-CENTRAL,Tropical Edition,Social Media,85,482,36695.42,2,6.0
RB07958,2024-10-17,USA-WEST,Red Edition,Social Media,75,538,25227.4,3,6.0
RB09250,2023-10-06,TH-EAST,Red Edition,f1 sponsorship,75,702,46435.0,2,6.0
RB07851,2024-08-24,TH-EAST,Krating Daeng 250,Social Media,60,453,51623.38,3,5.0
RB01205-DUP,2023-04-29,TH-NORTH,Krating Daeng 250,extreme sports,60,494,57033.76,4,3.0
RB02588,2023-02-03,EUROPE-EU,Original Blue,TV Ad,80,221,16047.41,3,10.0
RB00888,2024-08-04,TH-CENTRAL,Tropical Edition,f1 sponsorship,85,537,55548.12,2,5.0
RB08292,2024-03-17,TH-NORTH,Tropical Edition,TV Ad,85,585,10657.11,1,6.0
RB07588,2023-11-15,TH-SOUTH,Sugarfree,TV Ad,90,658,32455.53,5,5.0
RB04357,2024-03-26,USA-WEST,Tropical Edition,TV Ad,85,559,50390.02,5,4.0
RB01154,2023-01-06,TH-EAST,Tropical Edition,Social Media,85,680,45408.84,2,6.0
RB06517,2024-12-25,TH-NORTH,Krating Daeng 250,in-store promo,60,488,45215.46,2,8.0
RB01791,2024-01-28,TH-NORTH,Original Blue,extreme sports,80,466,15911.43,4,8.0
RB00073,2024-09-18,USA-WEST,Tropical Edition,in-store promo,85,725,59460.35,1,5.0
RB09027,2023-01-24,TH-SOUTH,Sugarfree,extreme sports,90,595,45024.11,2,9.0
RB03120,2024-12-12,USA-EAST,Original Blue,f1 sponsorship,80,519,52458.95,1,8.0
RB08788,2024-07-09,USA-EAST,Sugarfree,extreme sports,90,476,58567.81,1,4.0
RB05770,2023-11-10,USA-EAST,Red Edition,Social Media,75,459,49727.67,3,6.0
RB08511,2024-03-18,TH-NORTH,Original Blue,TV Ad,80,543,35083.58,5,3.0
RB06050,2024-10-19,EUROPE-EU,Tropical Edition,in-store promo,85,692,12793.87,2,5.0
RB08672,2024-10-23,TH-NORTH,Krating Daeng 250,TV Ad,60,552,8914.24,3,6.0
RB03499,2024-10-23,TH-NORTH,Red Edition,extreme sports,75,406,31165.66,2,6.0
RB06747,2023-05-07,EUROPE-EU,Red Edition,f1 sponsorship,75,666,30333.96,4,7.0
RB07687,2024-12-04,ASIA-PACIFIC,Red Edition,extreme sports,75,462,39724.0,3,5.0
RB01641,2024-05-22,EUROPE-EU,Sugarfree,in-store promo,90,501,15193.1,1,5.0
RB07124,2024-01-17,TH-EAST,Red Edition,TV Ad,75,453,59501.24,2,6.0
RB00746,2023-12-24,TH-EAST,Red Edition,f1 sponsorship,75,567,48277.06,4,5.0
RB04708,2024-12-18,TH-CENTRAL,Red Edition,Social Media,75,299,32658.19,1,6.0
RB07347,2024-06-18,TH-CENTRAL,Red Edition,in-store promo,75,421,17581.56,1,9.0
RB03105,2024-04-19,TH-CENTRAL,Sugarfree,Social Media,90,706,34855.41,3,3.0
RB08591,2023-12-31,TH-NORTH,Original Blue,f1 sponsorship,80,547,29527.21,2,8.0
RB04601,2023-10-30,EUROPE-EU,Original Blue,Social Media,80,601,18388.51,2,5.0
RB02763,2023-05-12,USA-EAST,Krating Daeng 250,in-store promo,60,309,28833.68,0,6.0
RB08959,2024-06-18,EUROPE-EU,Krating Daeng 250,f1 sponsorship,60,664,46424.81,2,8.0
RB00915,2023-10-28,TH-CENTRAL,Krating Daeng 250,in-store promo,60,651,23372.71,3,7.0
RB06137,2023-07-17,TH-EAST,Krating Daeng 250,TV Ad,60,479,40493.63,1,8.0
RB05298,2023-02-11,USA-EAST,Sugarfree,Social Media,90,656,45177.12,2,6.0
RB05946,2023-01-27,USA-WEST,Krating Daeng 250,Social Media,60,531,23354.37,3,8.0
RB03460,2023-08-10,TH-CENTRAL,Krating Daeng 250,in-store promo,60,471,31135.0,3,6.0
RB06674,2024-02-29,TH-CENTRAL,Original Blue,Social Media,80,616,37655.11,0,9.0
RB02352,2024-11-15,TH-NORTH,Krating Daeng 250,TV Ad,60,614,24939.48,3,5.0
RB03742,2024-06-06,EUROPE-EU,Red Edition,f1 sponsorship,75,560,46317.99,2,9.0
RB03743,2024-11-18,TH-CENTRAL,Sugarfree,Social Media,90,673,7626.01,0,3.0
RB06230,2024-09-22,USA-EAST,Krating Daeng 250,TV Ad,60,565,31726.85,4,9.0
RB04228,2024-06-18,ASIA-PACIFIC,Krating Daeng 250,f1 sponsorship,60,335,51427.52,0,7.0
RB06191,2023-01-15,USA-EAST,Original Blue,Social Media,80,706,46805.04,2,1.0
RB02155,2023-08-27,TH-SOUTH,Sugarfree,TV Ad,90,391,51328.37,4,8.0
RB09508,2024-05-18,USA-EAST,Sugarfree,TV Ad,90,483,26915.95,2,6.0
RB06446,2024-07-06,TH-NORTH,Sugarfree,Social Media,90,484,57745.95,4,8.0
RB01792,2023-04-15,USA-EAST,Krating Daeng 250,TV Ad,60,407,13009.26,3,1.0
RB05043,2024-06-02,USA-WEST,Red Edition,in-store promo,75,482,50612.31,2,7.0
RB00005,2023-06-27,TH-EAST,Red Edition,Social Media,75,277,51852.7,5,9.0
RB04929,2024-07-03,TH-NORTH,Krating Daeng 250,Social Media,60,708,47081.57,4,3.0
RB05254,2024-09-16,TH-NORTH,Sugarfree,f1 sponsorship,90,600,39505.33,3,2.0
RB05639,2023-11-27,TH-EAST,Tropical Edition,f1 sponsorship,85,397,8483.76,0,6.0
RB05579,2023-02-08,USA-EAST,Red Edition,Social Media,75,251,20068.88,3,3.0
RB03842,2023-02-22,TH-NORTH,Original Blue,Social Media,80,685,43205.85,1,3.0
RB00773,2024-08-21,ASIA-PACIFIC,Red Edition,Social Media,75,642,14679.35,5,7.0
RB07804,2023-07-23,USA-EAST,Sugarfree,TV Ad,90,317,26684.66,3,6.0
RB07772,2024-01-12,TH-NORTH,Krating Daeng 250,in-store promo,60,760,19644.3,4,4.0
RB03767,2024-07-05,TH-CENTRAL,Red Edition,Social Media,75,498,30575.96,2,8.0
RB00745,2024-05-01,TH-EAST,Original Blue,in-store promo,80,594,50268.26,2,3.0
RB03054,2023-12-27,TH-NORTH,Sugarfree,TV Ad,90,698,56379.3,5,7.0
RB04345,2023-08-07,TH-SOUTH,Original Blue,Social Media,80,485,26467.47,2,9.0
RB07249,2024-01-18,TH-CENTRAL,Red Edition,in-store promo,75,512,7262.1,0,8.0
RB08437,2023-04-01,TH-CENTRAL,Krating Daeng 250,Social Media,60,522,48784.47,5,6.0
RB05672,2024-10-09,ASIA-PACIFIC,Sugarfree,in-store promo,90,216,47057.13,4,6.0
RB04726,2023-04-09,TH-CENTRAL,Original Blue,extreme sports,80,438,11153.99,2,3.0
RB05782,2024-01-28,EUROPE-EU,Krating Daeng 250,in-store promo,60,611,8144.83,2,5.0
RB06077,2023-06-02,EUROPE-EU,Krating Daeng 250,TV Ad,60,581,53652.61,3,10.0
RB06026,2024-03-21,EUROPE-EU,Sugarfree,extreme sports,90,580,48572.68,4,6.0
RB05366,2024-12-29,TH-SOUTH,Original Blue,TV Ad,80,362,57411.67,2,7.0
RB03099,2023-10-17,TH-NORTH,Sugarfree,f1 sponsorship,90,542,32658.19,2,6.0
RB00035,2024-04-16,TH-EAST,Krating Daeng 250,extreme sports,60,667,46490.76,4,8.0
RB09549,2024-01-21,USA-EAST,Krating Daeng 250,f1 sponsorship,60,423,40340.91,1,9.0
RB02654,2024-01-21,TH-NORTH,Red Edition,f1 sponsorship,75,200,26061.64,1,10.0
RB02978,2023-02-10,TH-NORTH,Krating Daeng 250,extreme sports,60,781,16262.12,5,4.0
RB00507,2023-07-12,TH-CENTRAL,Krating Daeng 250,in-store promo,60,684,19925.21,3,4.0
RB06195,2023-06-30,TH-CENTRAL,Red Edition,TV Ad,75,565,32658.19,5,1.0
RB07586,2023-08-09,TH-CENTRAL,Sugarfree,Social Media,90,679,49080.97,1,1.0
RB04160,2023-03-02,ASIA-PACIFIC,Krating Daeng 250,extreme sports,60,509,33142.44,2,6.0
RB04572,2024-04-01,TH-NORTH,Original Blue,in-store promo,80,576,56722.6,5,7.0
RB08394,2024-04-08,TH-EAST,Original Blue,in-store promo,80,517,39916.17,5,8.0
RB02652,2023-03-11,TH-NORTH,Red Edition,extreme sports,75,520,24592.07,2,6.0
RB02071,2024-05-12,EUROPE-EU,Red Edition,Social Media,75,485,24597.78,3,9.0
RB01794,2024-10-07,TH-EAST,Tropical Edition,f1 sponsorship,85,498,7942.39,1,3.0
RB01943,2024-07-24,TH-CENTRAL,Original Blue,f1 sponsorship,80,473,5821.46,1,8.0
RB02601,2023-03-01,USA-WEST,Sugarfree,in-store promo,90,310,59914.01,2,7.0
RB04042,2023-03-25,ASIA-PACIFIC,Red Edition,Social Media,75,651,25856.86,2,1.0
RB06229,2023-08-19,TH-EAST,Original Blue,in-store promo,80,434,13049.24,5,3.0
RB01442,2023-04-03,USA-WEST,Sugarfree,extreme sports,90,538,25429.65,2,4.0
RB03419,2024-07-28,TH-CENTRAL,Red Edition,extreme sports,75,700,55489.36,3,6.0
RB08871,2023-08-24,USA-EAST,Tropical Edition,extreme sports,85,774,5310.41,3,4.0
RB06277,2024-03-02,TH-CENTRAL,Tropical Edition,TV Ad,85,607,25023.18,0,6.0
RB01529,2023-10-10,USA-WEST,Krating Daeng 250,in-store promo,60,416,14328.93,1,3.0
RB09043,2023-10-17,EUROPE-EU,Red Edition,f1 sponsorship,75,585,19198.1,2,7.0
RB07662,2024-02-15,TH-CENTRAL,Sugarfree,TV Ad,90,679,37020.63,1,9.0
RB05601,2023-09-26,TH-CENTRAL,Krating Daeng 250,extreme sports,60,759,26572.27,0,10.0
RB03471,2024-06-28,TH-SOUTH,Red Edition,f1 sponsorship,75,581,37127.76,4,5.0
RB05816,2024-01-07,TH-NORTH,Sugarfree,Social Media,90,542,13087.0,4,6.0
RB00874,2024-01-09,USA-WEST,Krating Daeng 250,f1 sponsorship,60,488,47820.99,3,7.0
RB02828,2023-02-13,USA-EAST,Tropical Edition,f1 sponsorship,85,893,16521.19,2,9.0
RB07361,2024-03-12,TH-EAST,Sugarfree,Social Media,90,606,40501.73,5,7.0
RB07553,2024-12-01,TH-EAST,Krating Daeng 250,TV Ad,60,590,49416.4,2,7.0
RB07341,2023-09-09,TH-CENTRAL,Original Blue,f1 sponsorship,80,590,9429.08,5,8.0
RB02544,2024-09-13,TH-NORTH,Tropical Edition,in-store promo,85,587,55542.27,3,1.0
RB09393,2023-03-18,ASIA-PACIFIC,Red Edition,Social Media,75,661,17124.65,1,5.0
RB08610,2024-04-28,TH-CENTRAL,Krating Daeng 250,TV Ad,60,531,54170.33,82,7.0
RB08699,2024-11-04,USA-WEST,Original Blue,extreme sports,80,612,24089.68,3,7.0
RB03661,2024-03-25,USA-EAST,Red Edition,extreme sports,75,655,34515.9,3,6.0
RB01753,2023-08-23,TH-SOUTH,Krating Daeng 250,extreme sports,60,385,54589.62,3,7.0
RB04378,2024-09-17,TH-EAST,Original Blue,TV Ad,80,780,6367.97,3,6.0
RB04030,2024-04-02,TH-NORTH,Original Blue,Social Media,80,542,39101.66,3,7.0
RB05127,2023-12-18,USA-WEST,Original Blue,TV Ad,80,685,32658.19,1,8.0
RB07277,2023-08-08,TH-EAST,Krating Daeng 250,extreme sports,60,419,48041.52,1,6.0
RB06990,2024-11-30,TH-SOUTH,Original Blue,TV Ad,80,567,12827.32,1,6.0
RB06554,2023-11-16,TH-NORTH,Red Edition,extreme sports,75,537,52399.94,2,6.0
RB02820,2023-07-04,USA-WEST,Original Blue,Social Media,80,312,25709.36,3,6.0
RB04770,2024-12-26,TH-SOUTH,Red Edition,Social Media,75,565,47648.78,1,1.0
RB05805,2023-08-04,USA-EAST,Tropical Edition,Social Media,85,412,49320.12,3,10.0
RB01650,2024-05-14,USA-EAST,Original Blue,in-store promo,80,637,23650.5,1,5.0
RB08288,2023-05-13,TH-NORTH,Sugarfree,Social Media,90,480,25254.91,3,2.0
RB03353,2024-11-07,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,672,23554.04,1,8.0
RB03666,2024-09-22,USA-WEST,Original Blue,extreme sports,80,379,48285.69,4,6.0
RB03181,2024-09-19,EUROPE-EU,Krating Daeng 250,extreme sports,60,553,24889.79,2,9.0
RB02668,2024-09-30,ASIA-PACIFIC,Tropical Edition,in-store promo,85,654,52036.36,3,3.0
RB01916,2023-10-12,TH-NORTH,Krating Daeng 250,extreme sports,60,678,42063.44,5,10.0
RB00943,2023-11-05,EUROPE-EU,Original Blue,TV Ad,80,581,33084.89,2,9.0
RB03029,2023-06-14,EUROPE-EU,Tropical Edition,in-store promo,85,650,45153.26,2,4.0
RB09299,2023-07-26,TH-NORTH,Tropical Edition,f1 sponsorship,85,581,44002.98,3,10.0
RB04512,2024-04-09,TH-NORTH,Red Edition,in-store promo,75,529,41113.71,1,6.0
RB00012,2023-03-09,EUROPE-EU,Krating Daeng 250,Social Media,60,645,54844.59,2,2.0
RB07569,2024-11-04,EUROPE-EU,Krating Daeng 250,extreme sports,60,573,59958.73,2,10.0
RB01795,2023-01-11,TH-CENTRAL,Sugarfree,in-store promo,90,425,16822.93,2,9.0
RB05028,2024-05-13,TH-CENTRAL,Sugarfree,f1 sponsorship,90,631,8696.96,1,9.0
RB04434,2023-03-26,TH-CENTRAL,Red Edition,TV Ad,75,435,23964.53,4,9.0
RB07582,2024-03-10,TH-CENTRAL,Krating Daeng 250,Social Media,60,401,21829.79,2,6.0
RB05401,2023-12-19,USA-WEST,Krating Daeng 250,TV Ad,60,668,30650.56,3,6.0
RB01035,2023-06-16,TH-EAST,Tropical Edition,extreme sports,85,652,20078.13,1,6.0
RB06329,2024-03-09,TH-NORTH,Tropical Edition,extreme sports,85,537,25244.52,3,7.0
RB03769,2024-05-09,EUROPE-EU,Red Edition,in-store promo,75,762,7177.47,2,6.0
RB06245,2024-09-07,EUROPE-EU,Krating Daeng 250,TV Ad,60,11634,36837.35,2,6.0
RB07320,2023-12-21,USA-EAST,Krating Daeng 250,in-store promo,60,583,51483.52,5,6.0
RB02939,2024-02-18,TH-SOUTH,Krating Daeng 250,Social Media,60,455,32658.19,5,6.0
RB04291,2023-11-09,TH-CENTRAL,Red Edition,Social Media,75,467,15255.48,2,2.0
RB05821,2024-01-25,USA-WEST,Krating Daeng 250,f1 sponsorship,60,518,8748.12,3,2.0
RB06261,2023-06-06,ASIA-PACIFIC,Tropical Edition,f1 sponsorship,85,557,9846.15,2,10.0
RB02468-DUP,2024-01-07,EUROPE-EU,Krating Daeng 250,f1 sponsorship,60,399,36411.17,2,7.0
RB03868,2024-08-04,TH-EAST,Sugarfree,TV Ad,90,599,46341.29,0,5.0
RB09593,2024-06-23,TH-SOUTH,Original Blue,in-store promo,80,433,23330.5,0,1.0
RB04475,2024-05-30,EUROPE-EU,Sugarfree,f1 sponsorship,90,373,26335.13,3,9.0
RB02176,2023-07-27,USA-WEST,Original Blue,in-store promo,80,432,43771.66,5,5.0
RB01029,2023-08-04,EUROPE-EU,Tropical Edition,in-store promo,85,513,30958.84,0,3.0
RB08208,2023-11-10,TH-EAST,Sugarfree,in-store promo,90,422,53979.49,2,3.0
RB02917,2024-01-30,TH-CENTRAL,Red Edition,extreme sports,75,276,21774.87,45,4.0
RB02760,2024-01-06,TH-NORTH,Red Edition,TV Ad,75,771,19191.8,2,10.0
RB04680,2023-06-15,TH-SOUTH,Red Edition,f1 sponsorship,75,592,24516.92,2,3.0
RB00675,2023-09-05,TH-NORTH,Tropical Edition,in-store promo,85,645,24369.03,4,6.0
RB05045,2023-05-06,TH-SOUTH,Krating Daeng 250,in-store promo,60,696,22674.5,0,7.0
RB03173,2023-09-20,TH-NORTH,Krating Daeng 250,f1 sponsorship,60,539,28707.91,1,7.0
RB03437,2023-03-09,TH-CENTRAL,Tropical Edition,extreme sports,85,641,13725.61,2,6.0
RB06356,2023-03-10,TH-SOUTH,Original Blue,Social Media,80,493,24706.02,1,4.0
RB07050,2024-05-31,TH-CENTRAL,Red Edition,extreme sports,75,592,27948.54,1,5.0
